symbol,id,state,settlement_time,strike_price,contract_type,settlement_dt,underlying_asset_symbol,source,product_id,mark_price,spot_price,oi,oi_value_usd,spot_ref,moneyness_dev
P-ETH-2220-300426,132682.0,expired,2026-04-30T12:00:00Z,2220,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.01683084906339455
C-ETH-2220-300426,132669.0,expired,2026-04-30T12:00:00Z,2220,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.01683084906339455
C-ETH-2240-300426,132668.0,expired,2026-04-30T12:00:00Z,2240,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.007973469325226933
C-ETH-2260-300426,132667.0,expired,2026-04-30T12:00:00Z,2260,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.0008839104129406847
C-ETH-2280-300426,132666.0,expired,2026-04-30T12:00:00Z,2280,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.009741290151108301
C-ETH-2300-300426,132665.0,expired,2026-04-30T12:00:00Z,2300,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.01859866988927592
C-ETH-2320-300426,132664.0,expired,2026-04-30T12:00:00Z,2320,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.027456049627443534
C-ETH-2340-300426,132663.0,expired,2026-04-30T12:00:00Z,2340,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.036313429365611154
C-ETH-2360-300426,132662.0,expired,2026-04-30T12:00:00Z,2360,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.04517080910377877
P-ETH-2240-300426,132659.0,expired,2026-04-30T12:00:00Z,2240,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.007973469325226933
P-ETH-2260-300426,132658.0,expired,2026-04-30T12:00:00Z,2260,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.0008839104129406847
P-ETH-2280-300426,132657.0,expired,2026-04-30T12:00:00Z,2280,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.009741290151108301
P-ETH-2300-300426,132656.0,expired,2026-04-30T12:00:00Z,2300,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.01859866988927592
P-ETH-2320-300426,132655.0,expired,2026-04-30T12:00:00Z,2320,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.027456049627443534
P-ETH-2340-300426,132654.0,expired,2026-04-30T12:00:00Z,2340,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.036313429365611154
P-ETH-2360-300426,132653.0,expired,2026-04-30T12:00:00Z,2360,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.04517080910377877
C-ETH-2250-150526,132269.0,expired,2026-05-15T12:00:00Z,2250,call_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.0031244458721577184
C-ETH-2300-150526,132268.0,expired,2026-05-15T12:00:00Z,2300,call_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.01902834421957211
C-ETH-2350-150526,132267.0,expired,2026-05-15T12:00:00Z,2350,call_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.04118113431130194
P-ETH-2250-150526,132264.0,expired,2026-05-15T12:00:00Z,2250,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.0031244458721577184
P-ETH-2300-150526,132263.0,expired,2026-05-15T12:00:00Z,2300,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.01902834421957211
P-ETH-2350-150526,132262.0,expired,2026-05-15T12:00:00Z,2350,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.04118113431130194
C-ETH-2440-240426,131935.0,expired,2026-04-24T12:00:00Z,2440,call_options,2026-04-24 12:00:00+00:00,ETH,settled,,,,,,2327.08072696,0.04852400337117354
P-ETH-2440-240426,131934.0,expired,2026-04-24T12:00:00Z,2440,put_options,2026-04-24 12:00:00+00:00,ETH,settled,,,,,,2327.08072696,0.04852400337117354
C-ETH-2220-240426,131922.0,expired,2026-04-24T12:00:00Z,2220,call_options,2026-04-24 12:00:00+00:00,ETH,settled,,,,,,2327.08072696,0.0460150461131126
P-ETH-2220-240426,131921.0,expired,2026-04-24T12:00:00Z,2220,put_options,2026-04-24 12:00:00+00:00,ETH,settled,,,,,,2327.08072696,0.0460150461131126
